Credibility Code,Sample Size Code,Precision Code,Abundance Code,Significance,AOU,Region,Species,Region Name,Model,N Routes,Trend,2.5%CI,97.5%CI,Relative Abundance
Y,,,Y,,1440,MIS,Wood Duck,Mississippi,Dh,33,-0.972,-3.902,1.791,0.731
Y,,,Y,,1440,MO,Wood Duck,Missouri,Dh,61,0.174,-1.84,2.149,0.398
R,,Y,R,,1440,MON,Wood Duck,Montana,Dh,20,0.129,-3.289,3.839,0.051
Y,,Y,Y,,1440,NB,Wood Duck,New Brunswick,Dh,20,-2.112,-5.444,1.387,0.142
Y,,,Y,,1440,NC,Wood Duck,North Carolina,Dh,68,1.153,-0.676,3.063,0.701
Y,,,Y,1,1440,ND,Wood Duck,North Dakota,Dh,36,3.672,1.182,6.265,0.662
Y,,,Y,1,1440,NEB,Wood Duck,Nebraska,Dh,48,2.992,0.842,5.343,0.438
R,R,R,R,,1440,NEV,Wood Duck,Nevada,Dh,3,-0.588,-5.711,4.512,0.034
Y,,,Y,,1440,NH,Wood Duck,New Hampshire,Dh,23,0.374,-2.442,3.376,0.332
Y,,,Y,,1440,NJ,Wood Duck,New Jersey,Dh,18,-0.031,-2.613,3.257,0.298
Y,,Y,Y,,1440,NS,Wood Duck,Nova Scotia,Dh,20,1.217,-2.407,4.857,0.174
Y,,,Y,,1440,NY,Wood Duck,New York,Dh,88,0.177,-1.501,1.828,0.492
Y,,,Y,,1440,OHI,Wood Duck,Ohio,Dh,60,-1.78,-3.688,0.049,0.486
Y,,,Y,,1440,OKL,Wood Duck,Oklahoma,Dh,30,-0.418,-2.813,1.963,0.176
Y,,,Y,,1440,ONT,Wood Duck,Ontario,Dh,107,0.406,-1.432,2.2,0.237
Y,,,Y,,1440,ORE,Wood Duck,Oregon,Dh,29,-2.115,-4.736,0.618,0.145
Y,,,Y,,1440,PA,Wood Duck,Pennsylvania,Dh,83,0.427,-1.294,2.083,0.348
R,,,R,,1440,QUE,Wood Duck,Quebec,Dh,50,1.242,-0.992,3.531,0.059
R,R,Y,Y,,1440,RI,Wood Duck,Rhode Island,Dh,3,1.635,-3.138,6.858,0.167
R,R,R,R,,1440,SAS,Wood Duck,Saskatchewan,Dh,4,0.704,-4.589,6.574,0.011
Y,,,Y,,1440,SC,Wood Duck,South Carolina,Dh,32,-1.993,-5.035,0.741,0.349
Y,,Y,Y,,1440,SD,Wood Duck,South Dakota,Dh,26,0.368,-2.857,3.552,0.423
Y,,,Y,,1440,TEN,Wood Duck,Tennessee,Dh,38,-0.992,-3.124,1.098,0.356
Y,,,Y,,1440,TEX,Wood Duck,Texas,Dh,54,-1.155,-3.353,1.005,0.282
Y,,,Y,,1440,VA,Wood Duck,Virginia,Dh,37,-0.296,-2.825,2.542,0.524
Y,,Y,Y,,1440,VT,Wood Duck,Vermont,Dh,19,2.147,-0.893,5.264,0.297
Y,,,Y,,1440,WAS,Wood Duck,Washington,Dh,38,0.516,-1.876,2.993,0.16
,,,,,1440,WIS,Wood Duck,Wisconsin,Dh,89,0.072,-1.518,1.639,1.1
Y,,,Y,,1440,WV,Wood Duck,West Virginia,Dh,37,-0.711,-3.313,1.795,0.226
R,Y,Y,R,,1440,WYO,Wood Duck,Wyoming,Dh,9,0.126,-3.503,4.019,0.021
Y,,,Y,,1440,CAN,Wood Duck,Canada,Dh,279,0.82,-0.305,1.892,0.119
Y,,,Y,,1440,US,Wood Duck,United States,Dh,1881,0.005,-0.46,0.492,0.461
Y,,,Y,,1440,SUR,Wood Duck,Survey-wide,Dh,2160,0.091,-0.345,0.545,0.351
Y,,,Y,,1440,CA1,Wood Duck,Canada (core),Dh,279,0.82,-0.305,1.892,0.119
Y,,,Y,,1440,US1,Wood Duck,United States (core),Dh,1881,0.005,-0.46,0.492,0.461
Y,,,Y,,1440,SU1,Wood Duck,Survey-wide (core),Dh,2160,0.091,-0.345,0.545,0.351
R,R,R,R,,1400,S04,Blue-winged Teal,Northwestern Interior Forest,Dh,3,3.48,-5.887,14.391,0.011
R,Y,R,R,,1400,S05,Blue-winged Teal,Northern Pacific Rainforest,Dh,11,-0.351,-5.504,5.867,0.019
,,,,1,1400,S06,Blue-winged Teal,Boreal Taiga Plains,Dh,87,2.464,0.093,5.127,1.561
R,R,R,R,,1400,S08,Blue-winged Teal,Boreal Softwood Shield,Dh,3,0.753,-6.404,8.105,0.041
R,,,R,2,1400,S09,Blue-winged Teal,Great Basin,Dh,61,-3.207,-5.82,-0.526,0.084
R,,,R,,1400,S10,Blue-winged Teal,Northern Rockies,Dh,77,-2.905,-5.643,0.119,0.089
,,,,,1400,S11,Blue-winged Teal,Prairie Potholes,Dh,304,0.916,-0.429,2.222,18.497
R,,,R,2,1400,S12,Blue-winged Teal,Boreal Hardwood Transition,Dh,66,-3.637,-6.489,-0.714,0.068
R,,Y,R,2,1400,S13,Blue-winged Teal,Lower Great Lakes/St. Lawrence Plain,Dh,44,-7.548,-11.04,-4.069,0.045
R,,Y,R,,1400,S14,Blue-winged Teal,Atlantic Northern Forest,Dh,17,-2.99,-6.583,0.669,0.037
R,,Y,R,,1400,S16,Blue-winged Teal,Southern Rockies/Colorado Plateau,Dh,25,-2.314,-6.553,1.961,0.025
Y,,,Y,,1400,S17,Blue-winged Teal,Badlands and Prairies,Dh,80,-1.682,-3.821,0.561,0.976
Y,,Y,Y,,1400,S18,Blue-winged Teal,Shortgrass Prairie,Dh,64,1.988,-0.935,5.262,0.378
Y,,,Y,,1400,S19,Blue-winged Teal,Central Mixed Grass Prairie,Dh,64,0.571,-2.111,3.198,0.304
R,Y,R,R,,1400,S21,Blue-winged Teal,Oaks and Prairies,Dh,8,-0.861,-7.85,6.09,0.021
R,,,R,,1400,S22,Blue-winged Teal,Eastern Tallgrass Prairie,Dh,45,-0.448,-3.305,2.515,0.036
Y,,,Y,2,1400,S23,Blue-winged Teal,Prairie Hardwood Transition,Dh,64,-6.73,-9.727,-3.879,0.512
R,R,R,R,,1400,S24,Blue-winged Teal,Central Hardwoods,Dh,1,-2.894,-9.256,3.689,0.003
R,Y,R,R,,1400,S26,Blue-winged Teal,Mississippi Alluvial Valley,Dh,5,-4.068,-12.575,3.844,0.028
R,R,R,R,,1400,S28,Blue-winged Teal,Appalachian Mountains,Dh,0,-3.253,-11.641,3.956,0.002
R,R,R,R,,1400,S30,Blue-winged Teal,New England/mid-Atlantic Coast,Dh,0,-2.586,-10.558,5.437,0.004
R,R,R,R,,1400,S32,Blue-winged Teal,Coastal California,Dh,1,-4.208,-13.095,3.802,0.002
R,R,R,R,,1400,S35,Blue-winged Teal,Chihuahuan Desert,Dh,1,-0.86,-10.183,8.571,0.017
R,Y,R,R,,1400,S36,Blue-winged Teal,Tamaulipan Brushlands,Dh,8,6.754,-0.587,15.097,0.038
Y,,Y,Y,,1400,S37,Blue-winged Teal,Gulf Coastal Prairie,Dh,17,1.955,-2.688,6.739,0.176
,,,,,1400,ALB,Blue-winged Teal,Alberta,Dh,140,0.176,-1.535,1.949,5.087
R,Y,R,R,,1400,ARK,Blue-winged Teal,Arkansas,Dh,5,-4.068,-12.575,3.844,0.028
R,,Y,R,,1400,BC,Blue-winged Teal,British Columbia,Dh,35,-3.457,-7.671,0.793,0.058
R,Y,Y,R,,1400,CAL,Blue-winged Teal,California,Dh,8,0.118,-4.238,5.012,0.013
Y,,Y,Y,,1400,COL,Blue-winged Teal,Colorado,Dh,51,-0.94,-4.038,2.339,0.11
R,R,R,R,,1400,DEL,Blue-winged Teal,Delaware,Dh,0,-3.015,-13.674,7.552,0.008
R,,Y,R,,1400,IA,Blue-winged Teal,Iowa,Dh,16,0.372,-3.763,4.837,0.088
R,,Y,R,,1400,IDA,Blue-winged Teal,Idaho,Dh,14,-1.518,-5.402,2.333,0.042
R,,R,R,2,1400,ILL,Blue-winged Teal,Illinois,Dh,16,-6.028,-11.486,-0.608,0.011
R,Y,R,R,,1400,IND,Blue-winged Teal,Indiana,Dh,11,-1.029,-6.458,4.504,0.034
Y,,Y,Y,,1400,KAN,Blue-winged Teal,Kansas,Dh,30,1.386,-2.627,5.515,0.129
R,Y,R,R,,1400,LA,Blue-winged Teal,Louisiana,Dh,8,1.902,-4.46,8.537,0.097
,,,,,1400,MAN,Blue-winged Teal,Manitoba,Dh,65,0.405,-1.619,2.479,2.192
R,R,R,R,,1400,MD,Blue-winged Teal,Maryland,Dh,0,-3.949,-17.471,5.436,0.001
R,R,R,R,,1400,ME,Blue-winged Teal,Maine,Dh,1,-4.085,-15.527,4.878,0.002
R,,R,R,2,1400,MIC,Blue-winged Teal,Michigan,Dh,19,-8.459,-14.704,-2.656,0.012
,,,,2,1400,MIN,Blue-winged Teal,Minnesota,Dh,61,-5.034,-7.518,-2.576,1.15
R,R,R,R,,1400,MO,Blue-winged Teal,Missouri,Dh,0,-2.924,-10.091,4.272,0.003
Y,,,Y,,1400,MON,Blue-winged Teal,Montana,Dh,62,0.245,-2.018,2.645,0.629
R,Y,R,R,,1400,NB,Blue-winged Teal,New Brunswick,Dh,9,-3.528,-9.156,1.944,0.036
,,,,1,1400,ND,Blue-winged Teal,North Dakota,Dh,48,2.552,0.714,4.432,23.994
Y,,,Y,,1400,NEB,Blue-winged Teal,Nebraska,Dh,39,0.331,-2.688,3.299,0.598
R,R,R,R,,1400,NM,Blue-winged Teal,New Mexico,Dh,4,0.169,-6.297,7.367,0.016
R,R,R,R,,1400,NS,Blue-winged Teal,Nova Scotia,Dh,2,0.3,-5.799,6.76,0.081
R,R,R,R,,1400,NWT,Blue-winged Teal,Northwest Territories,Dh,4,-0.949,-9.13,7.514,0.029
R,Y,R,R,,1400,NY,Blue-winged Teal,New York,Dh,6,-5.097,-11.372,0.748,0.006
R,R,R,R,,1400,OHI,Blue-winged Teal,Ohio,Dh,4,-1.654,-7.41,4.783,0.011
R,,R,R,,1400,OKL,Blue-winged Teal,Oklahoma,Dh,17,-0.652,-5.91,4.483,0.078
R,,Y,R,2,1400,ONT,Blue-winged Teal,Ontario,Dh,48,-5.77,-9.768,-1.509,0.053
R,Y,R,R,,1400,ORE,Blue-winged Teal,Oregon,Dh,13,-1.576,-6.435,3.657,0.032
R,R,R,R,,1400,PA,Blue-winged Teal,Pennsylvania,Dh,0,-2.816,-9.815,4.811,0.002
R,R,R,Y,2,1400,PEI,Blue-winged Teal,Prince Edward Island,Dh,4,-8.602,-17.658,-0.526,0.155
R,Y,R,R,,1400,QUE,Blue-winged Teal,Quebec,Dh,8,-2.975,-8.379,2.122,0.014
,,,,1,1400,SAS,Blue-winged Teal,Saskatchewan,Dh,85,3.09,1.069,5.128,14.103
,,,,2,1400,SD,Blue-winged Teal,South Dakota,Dh,43,-3.543,-6.462,-0.569,17.229
Y,,Y,Y,,1400,TEX,Blue-winged Teal,Texas,Dh,45,3.309,-0.88,8.33,0.192
R,Y,R,R,,1400,UT,Blue-winged Teal,Utah,Dh,8,-1.818,-8.084,3.848,0.041
R,R,R,R,,1400,VT,Blue-winged Teal,Vermont,Dh,2,-3.213,-13.378,5.543,0.051
R,,Y,R,,1400,WAS,Blue-winged Teal,Washington,Dh,23,-3.886,-8.446,0.403,0.062
Y,,Y,Y,2,1400,WIS,Blue-winged Teal,Wisconsin,Dh,48,-5.985,-9.295,-2.905,0.19
Y,,Y,Y,,1400,WYO,Blue-winged Teal,Wyoming,Dh,51,-1.615,-4.539,1.708,0.158
R,R,R,R,,1400,YT,Blue-winged Teal,Yukon,Dh,3,3.48,-5.887,14.391,0.011
,,,,1,1400,CAN,Blue-winged Teal,Canada,Dh,403,1.982,0.596,3.433,2.728
,,,,,1400,US,Blue-winged Teal,United States,Dh,653,-0.274,-1.893,1.226,1.738
,,,,,1400,SUR,Blue-winged Teal,Survey-wide,Dh,1056,0.871,-0.26,1.948,2.181
,,,,1,1400,CA1,Blue-winged Teal,Canada (core),Dh,396,1.988,0.592,3.444,3.633
,,,,,1400,US1,Blue-winged Teal,United States (core),Dh,653,-0.274,-1.893,1.226,1.738
,,,,,1400,SU1,Blue-winged Teal,Survey-wide (core),Dh,1049,0.87,-0.265,1.952,2.442
R,Y,Y,R,,1410,S05,Cinnamon Teal,Northern Pacific Rainforest,D,10,-0.207,-3.584,3.363,0.064
R,R,R,R,,1410,S06,Cinnamon Teal,Boreal Taiga Plains,D,3,-2.593,-12.652,4.036,0.012
,,,,2,1410,S09,Cinnamon Teal,Great Basin,D,109,-2.189,-3.802,-0.571,1.22
Y,,,Y,2,1410,S10,Cinnamon Teal,Northern Rockies,D,80,-2.836,-5.173,-0.598,0.215
Y,,,Y,,1410,S11,Cinnamon Teal,Prairie Potholes,D,73,1.092,-1.382,3.659,0.217
R,R,R,R,,1410,S15,Cinnamon Teal,Sierra Nevada,D,2,-3.324,-10.969,2.989,0.021
Y,,,Y,,1410,S16,Cinnamon Teal,Southern Rockies/Colorado Plateau,D,47,-0.108,-2.706,3.194,0.392
Y,,Y,Y,,1410,S17,Cinnamon Teal,Badlands and Prairies,D,15,3.193,-1.09,7.709,0.144
Y,,Y,Y,,1410,S18,Cinnamon Teal,Shortgrass Prairie,D,20,-2.942,-6.703,0.623,0.16
Y,,Y,Y,2,1410,S32,Cinnamon Teal,Coastal California,D,25,-6.736,-10.821,-2.972,0.411
R,Y,R,R,,1410,S33,Cinnamon Teal,Sonoran and Mojave Deserts,D,10,-0.677,-5.627,4.465,0.1
R,R,R,Y,,1410,S34,Cinnamon Teal,Sierra Madre Occidental,D,2,-1.69,-7.354,4.81,0.234
R,R,R,R,,1410,S35,Cinnamon Teal,Chihuahuan Desert,D,3,-4.72,-12.749,1.818,0.09
Y,,Y,Y,,1410,ALB,Cinnamon Teal,Alberta,D,57,0.915,-2.279,3.933,0.151
Y,Y,Y,Y,,1410,ARI,Cinnamon Teal,Arizona,D,7,-0.731,-5.261,4.35,0.2
Y,,Y,Y,2,1410,BC,Cinnamon Teal,British Columbia,D,17,-5.537,-10.563,-1.127,0.146
Y,,,Y,,1410,CAL,Cinnamon Teal,California,D,47,-2.19,-4.957,0.521,0.683
Y,,,Y,,1410,COL,Cinnamon Teal,Colorado,D,38,-1.442,-4.196,1.292,0.334
Y,,,Y,,1410,IDA,Cinnamon Teal,Idaho,D,24,-1.958,-4.728,0.809,0.84
Y,,,Y,,1410,MON,Cinnamon Teal,Montana,D,34,0.95,-1.786,3.909,0.278
R,R,R,R,,1410,ND,Cinnamon Teal,North Dakota,D,1,-1.964,-10.566,4.721,0.011
Y,,Y,Y,,1410,NEV,Cinnamon Teal,Nevada,D,16,-3.339,-7.511,0.421,0.941
R,Y,R,Y,,1410,NM,Cinnamon Teal,New Mexico,D,8,-0.081,-4.453,5.606,0.165
Y,,,Y,2,1410,ORE,Cinnamon Teal,Oregon,D,34,-4.747,-7.445,-2.159,0.587
R,Y,R,R,,1410,SAS,Cinnamon Teal,Saskatchewan,D,7,1.173,-4.279,7.696,0.052
R,Y,R,Y,,1410,TEX,Cinnamon Teal,Texas,D,8,-2.676,-8.234,2.279,0.215
Y,,Y,Y,,1410,UT,Cinnamon Teal,Utah,D,28,-0.648,-3.761,2.555,0.79
Y,,Y,Y,,1410,WAS,Cinnamon Teal,Washington,D,29,-0.16,-3.538,3.396,0.238
Y,,,Y,,1410,WYO,Cinnamon Teal,Wyoming,D,44,-1.611,-4.492,1.296,0.243
Y,,,Y,,1410,CAN,Cinnamon Teal,Canada,D,81,-1.929,-4.846,0.717,0.137
Y,,,Y,2,1410,US,Cinnamon Teal,United States,D,318,-1.61,-2.747,-0.355,0.478
Y,,,Y,2,1410,SUR,Cinnamon Teal,Survey-wide,D,399,-1.649,-2.72,-0.478,0.38
Y,,,Y,,1410,CA1,Cinnamon Teal,Canada (core),D,81,-1.929,-4.846,0.717,0.137
Y,,,Y,2,1410,US1,Cinnamon Teal,United States (core),D,318,-1.61,-2.747,-0.355,0.478
Y,,,Y,2,1410,SU1,Cinnamon Teal,Survey-wide (core),D,399,-1.649,-2.72,-0.478,0.38
R,Y,R,Y,,1420,S02,Northern Shoveler,Western Alaska,Dh,7,0.958,-7.011,10.355,0.245
Y,,Y,Y,,1420,S04,Northern Shoveler,Northwestern Interior Forest,Dh,32,-0.796,-5.024,3.296,0.562
R,Y,R,R,,1420,S05,Northern Shoveler,Northern Pacific Rainforest,Dh,6,-2.313,-9.678,4.397,0.02
Y,,Y,,1,1420,S06,Northern Shoveler,Boreal Taiga Plains,Dh,74,2.895,0.183,6.216,1.267
Y,,Y,Y,,1420,S09,Northern Shoveler,Great Basin,Dh,73,0.436,-1.984,5.041,0.268
R,,,R,,1420,S10,Northern Shoveler,Northern Rockies,Dh,52,-1.701,-4.764,1.098,0.082
,,,,1,1420,S11,Northern Shoveler,Prairie Potholes,Dh,281,2.706,1.105,4.316,11.69
R,Y,R,R,,1420,S12,Northern Shoveler,Boreal Hardwood Transition,Dh,10,-0.044,-5.754,5.663,0.018
R,R,R,R,,1420,S13,Northern Shoveler,Lower Great Lakes/St. Lawrence Plain,Dh,3,0.296,-7.28,8.421,0.004
R,R,R,R,,1420,S14,Northern Shoveler,Atlantic Northern Forest,Dh,3,3.333,-4.096,14.156,0.027
Y,,Y,Y,,1420,S16,Northern Shoveler,Southern Rockies/Colorado Plateau,Dh,19,-0.154,-4.433,4.094,0.119
Y,,,Y,,1420,S17,Northern Shoveler,Badlands and Prairies,Dh,67,2.154,-0.657,5.169,0.396
Y,,Y,Y,,1420,S18,Northern Shoveler,Shortgrass Prairie,Dh,44,3.074,-0.812,7.986,0.145
Y,,Y,Y,,1420,S19,Northern Shoveler,Central Mixed Grass Prairie,Dh,19,-1.021,-5.259,3.212,0.141
R,,R,R,,1420,S23,Northern Shoveler,Prairie Hardwood Transition,Dh,14,-1.163,-6.631,3.516,0.024
R,R,R,R,,1420,S32,Northern Shoveler,Coastal California,Dh,4,-2.983,-11.718,3.197,0.009
R,R,R,R,,1420,S36,Northern Shoveler,Tamaulipan Brushlands,Dh,1,-0.916,-12.045,6.87,0.013
Y,,Y,Y,,1420,AK,Northern Shoveler,Alaska,Dh,28,-1.382,-5.656,2.642,0.696
,,,,,1420,ALB,Northern Shoveler,Alberta,Dh,128,-0.228,-2.061,1.624,4.388
R,,Y,R,,1420,BC,Northern Shoveler,British Columbia,Dh,19,-1.036,-5.528,3.201,0.075
Y,,Y,Y,2,1420,CAL,Northern Shoveler,California,Dh,16,-4.688,-9.033,-0.475,0.122
Y,,Y,Y,,1420,COL,Northern Shoveler,Colorado,Dh,32,2.024,-1.53,6.22,0.11
R,R,R,R,,1420,IA,Northern Shoveler,Iowa,Dh,2,-1.177,-13.122,7.164,0.052
Y,,Y,Y,,1420,IDA,Northern Shoveler,Idaho,Dh,14,0.366,-3.495,4.367,0.117
R,Y,R,R,,1420,KAN,Northern Shoveler,Kansas,Dh,6,-0.168,-6.139,7.255,0.022
Y,,Y,,,1420,MAN,Northern Shoveler,Manitoba,Dh,56,2.002,-1.097,5.108,2.511
R,,Y,R,,1420,MIN,Northern Shoveler,Minnesota,Dh,21,-3.868,-8.879,0.474,0.069
Y,,Y,Y,1,1420,MON,Northern Shoveler,Montana,Dh,54,3.483,0.184,6.717,0.541
R,R,R,R,,1420,NB,Northern Shoveler,New Brunswick,Dh,3,3.333,-4.096,14.156,0.027
,,,,1,1420,ND,Northern Shoveler,North Dakota,Dh,46,4.322,1.919,6.921,9.87
Y,,Y,Y,,1420,NEB,Northern Shoveler,Nebraska,Dh,20,-0.653,-4.862,3.777,0.226
R,Y,R,Y,,1420,NEV,Northern Shoveler,Nevada,Dh,9,4.49,-1.629,14.036,0.241
R,Y,R,R,,1420,NM,Northern Shoveler,New Mexico,Dh,6,-1.31,-7.079,4.97,0.032
R,Y,R,Y,,1420,NWT,Northern Shoveler,Northwest Territories,Dh,9,5.346,-1.594,14.563,0.394
R,R,R,R,,1420,OKL,Northern Shoveler,Oklahoma,Dh,2,0.515,-6.359,9.374,0.065
R,R,R,R,,1420,ONT,Northern Shoveler,Ontario,Dh,3,1.7,-7.58,12.572,0.004
Y,,Y,Y,,1420,ORE,Northern Shoveler,Oregon,Dh,20,-1.104,-4.938,2.709,0.192
R,R,R,R,,1420,QUE,Northern Shoveler,Quebec,Dh,3,0.205,-10.322,9.305,0.006
,,,,1,1420,SAS,Northern Shoveler,Saskatchewan,Dh,81,4.314,1.875,6.937,13.142
Y,,Y,,,1420,SD,Northern Shoveler,South Dakota,Dh,39,-4.138,-8.625,0.267,2.577
R,Y,R,Y,,1420,TEX,Northern Shoveler,Texas,Dh,12,3.425,-2.996,12.328,0.176
Y,Y,Y,Y,,1420,UT,Northern Shoveler,Utah,Dh,12,0.185,-4.403,4.544,0.223
R,,Y,R,,1420,WAS,Northern Shoveler,Washington,Dh,16,-1.117,-5.97,4.008,0.09
R,Y,R,R,,1420,WIS,Northern Shoveler,Wisconsin,Dh,8,-1.034,-7.718,4.567,0.012
Y,,Y,Y,,1420,WYO,Northern Shoveler,Wyoming,Dh,33,-0.413,-3.732,3.436,0.109
R,Y,R,R,,1420,YT,Northern Shoveler,Yukon,Dh,11,3.486,-3.073,11.242,0.067
,,,,1,1420,CAN,Northern Shoveler,Canada,Dh,313,2.994,1.3,4.825,3.08
Y,,,Y,,1420,US,Northern Shoveler,United States,Dh,396,1.736,-0.135,3.467,0.815
,,,,1,1420,SUR,Northern Shoveler,Survey-wide,Dh,709,2.503,1.214,3.851,1.709
,,,,1,1420,CA1,Northern Shoveler,Canada (core),Dh,293,2.817,1.089,4.636,4.36
Y,,,Y,1,1420,US1,Northern Shoveler,United States (core),Dh,368,2.031,0.027,3.891,0.831
,,,,1,1420,SU1,Northern Shoveler,Survey-wide (core),Dh,661,2.512,1.176,3.877,2.128
R,Y,R,R,,1350,S04,Gadwall,Northwestern Interior Forest,Dh,5,-0.968,-7.671,5.442,0.017
R,Y,Y,R,,1350,S05,Gadwall,Northern Pacific Rainforest,Dh,11,2.018,-2.43,6.635,0.074
Y,,,Y,,1350,S06,Gadwall,Boreal Taiga Plains,Dh,50,0.143,-2.381,2.992,0.526
,,,,,1350,S09,Gadwall,Great Basin,Dh,99,-0.541,-2.016,1.026,1.818
Y,,,Y,1,1350,S10,Gadwall,Northern Rockies,Dh,76,2.732,0.705,4.974,0.279
,,,,,1350,S11,Gadwall,Prairie Potholes,Dh,271,0.893,-0.129,1.953,16.721
R,Y,R,R,,1350,S12,Gadwall,Boreal Hardwood Transition,Dh,11,0.678,-4.479,6.922,0.022
R,Y,R,R,,1350,S13,Gadwall,Lower Great Lakes/St. Lawrence Plain,Dh,8,-0.3,-6.566,5.056,0.062
R,Y,R,R,1,1350,S14,Gadwall,Atlantic Northern Forest,Dh,8,6.291,0.442,13.406,0.091
R,R,R,R,,1350,S15,Gadwall,Sierra Nevada,Dh,4,-0.068,-7.452,7.056,0.034
Y,,,Y,,1350,S16,Gadwall,Southern Rockies/Colorado Plateau,Dh,61,-1.046,-3.651,2.208,0.832
,,,,,1350,S17,Gadwall,Badlands and Prairies,Dh,77,1.934,-0.127,4.25,1.795
Y,,Y,Y,,1350,S18,Gadwall,Shortgrass Prairie,Dh,26,0.429,-2.852,3.884,0.148
Y,Y,Y,Y,,1350,S19,Gadwall,Central Mixed Grass Prairie,Dh,12,-4.291,-8.735,0.28,0.257
R,Y,R,R,,1350,S23,Gadwall,Prairie Hardwood Transition,Dh,6,-4.302,-14.198,1.952,0.018
R,Y,R,Y,,1350,S30,Gadwall,New England/mid-Atlantic Coast,Dh,5,-1.087,-7.687,5.614,0.152
Y,,Y,Y,,1350,S32,Gadwall,Coastal California,Dh,23,-3.412,-8.117,0.729,0.469
R,R,R,R,,1350,AK,Gadwall,Alaska,Dh,2,-2.815,-14.07,5.182,0.013
,,,,,1350,ALB,Gadwall,Alberta,Dh,118,-0.372,-1.95,1.157,3.389
R,Y,R,Y,1,1350,BC,Gadwall,British Columbia,Dh,13,5.402,0.508,11.383,0.175
,,,,,1350,CAL,Gadwall,California,Dh,45,-0.21,-2.608,2.367,1.063
Y,,,Y,,1350,COL,Gadwall,Colorado,Dh,57,-2.035,-4.254,0.166,0.474
R,R,R,R,,1350,DEL,Gadwall,Delaware,Dh,2,-2.897,-10.976,3.896,0.038
Y,,,Y,,1350,IDA,Gadwall,Idaho,Dh,19,-0.864,-3.475,1.895,0.605
R,R,R,R,,1350,KAN,Gadwall,Kansas,Dh,1,-5.279,-17.018,5.745,0.003
,,,,1,1350,MAN,Gadwall,Manitoba,Dh,44,2.618,0.342,4.947,1.987
R,R,R,R,,1350,MIC,Gadwall,Michigan,Dh,3,-1.091,-9.425,6.766,0.024
R,Y,R,Y,,1350,MIN,Gadwall,Minnesota,Dh,11,-2.525,-8.502,2.445,0.146
,,,,,1350,MON,Gadwall,Montana,Dh,66,0.386,-1.699,2.415,1.507
R,Y,R,R,,1350,NB,Gadwall,New Brunswick,Dh,5,4.402,-2.572,12.514,0.024
,,,,1,1350,ND,Gadwall,North Dakota,Dh,47,1.816,0.193,3.478,25.501
Y,Y,Y,Y,,1350,NEB,Gadwall,Nebraska,Dh,11,-4.334,-8.839,0.301,0.489
Y,,Y,,,1350,NEV,Gadwall,Nevada,Dh,17,-1.946,-6.11,2.118,1.204
R,Y,R,Y,,1350,NM,Gadwall,New Mexico,Dh,7,0.48,-4.461,5.965,0.679
R,R,R,R,,1350,NWT,Gadwall,Northwest Territories,Dh,3,-1.452,-9.328,5.372,0.053
R,R,R,Y,,1350,NY,Gadwall,New York,Dh,3,-0.977,-8.532,6.521,0.238
R,Y,R,R,,1350,ONT,Gadwall,Ontario,Dh,8,0.77,-4.639,7.142,0.018
,,,,,1350,ORE,Gadwall,Oregon,Dh,30,-1.153,-3.679,1.433,1.213
R,R,R,Y,,1350,PEI,Gadwall,Prince Edward Island,Dh,3,7.248,-0.764,16.523,0.762
R,Y,R,Y,,1350,QUE,Gadwall,Quebec,Dh,5,0.015,-8.334,6.774,0.128
,,,,1,1350,SAS,Gadwall,Saskatchewan,Dh,79,1.894,0.13,3.775,12.682
,,,,2,1350,SD,Gadwall,South Dakota,Dh,41,-2.44,-4.804,-0.073,9.164
R,Y,R,R,,1350,TEX,Gadwall,Texas,Dh,7,0.967,-4.945,7.198,0.095
Y,,Y,,,1350,UT,Gadwall,Utah,Dh,24,-0.966,-4.06,2.034,1.646
Y,,Y,Y,,1350,WAS,Gadwall,Washington,Dh,22,1.605,-1.621,4.991,0.647
R,R,R,R,,1350,WIS,Gadwall,Wisconsin,Dh,3,-1.046,-7.877,5.737,0.007
Y,,,Y,,1350,WYO,Gadwall,Wyoming,Dh,54,1.094,-1.159,3.39,0.74
R,R,R,R,,1350,YT,Gadwall,Yukon,Dh,3,0.444,-6.628,8.931,0.017
,,,,1,1350,CAN,Gadwall,Canada,Dh,281,1.385,0.1,2.777,2.664
,,,,,1350,US,Gadwall,United States,Dh,472,0.233,-0.783,1.227,2.148
,,,,,1350,SUR,Gadwall,Survey-wide,Dh,753,0.805,-0.02,1.676,2.374
,,,,1,1350,CA1,Gadwall,Canada (core),Dh,275,1.406,0.109,2.806,3.851
,,,,,1350,US1,Gadwall,United States (core),Dh,470,0.238,-0.785,1.23,2.625
,,,,,1350,SU1,Gadwall,Survey-wide (core),Dh,745,0.814,-0.012,1.687,3.097
Y,Y,Y,,,1370,S02,American Wigeon,Western Alaska,Dh,13,-3.911,-8.425,0.082,1.545
R,R,R,Y,,1370,S03,American Wigeon,Arctic Plains and Mountains,Dh,3,0.792,-4.837,7.269,0.265
,,,,,1370,S04,American Wigeon,Northwestern Interior Forest,Dh,58,-0.886,-3.299,1.466,2.253
Y,Y,Y,Y,,1370,S05,American Wigeon,Northern Pacific Rainforest,Dh,8,-0.649,-5.593,4.397,0.255
